customer_id,age,customer_segment,product_category,payment_type,average_order_value,discount_percentage,customer_tenure_days,return_rate,purchase_frequency,engagement_score,support_ticket_rate,churn
3180,47.0,New,Clothing,Credit Card,23222.61,11.06,37,1.0,0.02702702702702703,0.5353535353535354,11.0,0
3181,61.0,New,Sports,Credit Card,8521.68,49.62,277,0.8888888888888888,0.032490974729241874,0.3875,0.5555555555555556,0
3182,55.0,New,Groceries,Upi,8669.14,27.78,565,0.22857142857142856,0.061946902654867256,1.462686567164179,0.4,0
3183,63.0,Inactive,Clothing,Upi,42599.13,45.32,1197,1.0,0.01086048454469507,0.8918918918918919,1.3846153846153846,0
3184,28.0,New,Groceries,Credit Card,48347.81,1.62,402,0.32558139534883723,0.10696517412935323,1.0,0.2558139534883721,0
3185,30.0,Inactive,Clothing,Credit Card,49924.82,26.05,1096,0.07142857142857142,0.012773722627737226,1.0492957746478873,1.2142857142857142,0
3186,60.0,New,Groceries,Net Banking,8124.0,13.07,1171,0.42857142857142855,0.005977796754910333,0.13114754098360656,1.7142857142857142,0
3187,61.0,New,Books,Net Banking,1439.37,27.96,224,0.8695652173913043,0.20535714285714285,0.8362068965517241,0.17391304347826086,0
3188,23.0,Regular,Furniture,Debit Card,46322.96,36.91,371,0.782608695652174,0.06199460916442048,0.568904593639576,0.4782608695652174,0
3189,22.0,New,Furniture,Cash,10268.01,5.22,1046,0.42857142857142855,0.04684512428298279,0.23809523809523808,0.24489795918367346,0
3190,29.0,New,Groceries,Net Banking,26223.5,23.81,900,0.39285714285714285,0.03111111111111111,0.776595744680851,0.21428571428571427,0
3191,22.0,Regular,Electronics,Net Banking,13213.51,29.78,1366,0.03125,0.02342606149341142,0.2966666666666667,0.21875,0
3192,52.0,Premium,Groceries,Upi,42820.78,9.6,265,0.96875,0.12075471698113208,0.5,0.0,0
3193,41.0,Premium,Electronics,Debit Card,4558.88,30.49,609,0.0,0.008210180623973728,0.45930232558139533,3.2,0
3194,29.0,New,Clothing,Credit Card,31114.49,37.91,35,0.0,0.9142857142857143,1.1194029850746268,0.59375,0
3195,64.0,New,Electronics,Debit Card,38978.2,45.37,1748,0.0,0.014302059496567507,0.9147286821705426,0.76,0
3196,58.0,Premium,Groceries,Net Banking,25545.48,33.07,1394,0.0,0.018651362984218076,7.0,0.5384615384615384,0
3197,32.0,New,Electronics,Credit Card,29409.65,19.72,915,1.0,0.003278688524590164,1.9583333333333333,2.0,0
3198,37.0,Inactive,Electronics,Debit Card,18509.75,39.92,773,0.25,0.00517464424320828,0.49828178694158076,3.5,0
3199,57.0,Premium,Sports,Credit Card,32457.41,18.1,1603,0.24489795918367346,0.03056768558951965,0.32571428571428573,0.3877551020408163,0
3200,49.0,Premium,Electronics,Debit Card,34223.88,15.41,1310,0.875,0.0061068702290076335,0.07886435331230283,1.75,1
3201,69.0,New,Electronics,Upi,21488.52,17.02,1574,0.9210526315789473,0.0241423125794155,0.5440613026819924,0.4473684210526316,0
3202,22.0,New,Groceries,Cash,30445.04,10.02,630,0.6818181818181818,0.06984126984126984,0.7247191011235955,0.2727272727272727,0
3203,31.0,New,Clothing,Upi,44243.55,2.55,1749,0.8333333333333334,0.010291595197255575,0.2653061224489796,0.2222222222222222,1
3204,49.0,Regular,Furniture,Upi,40519.53,39.92,818,0.7692307692307693,0.03178484107579462,0.7732558139534884,0.5384615384615384,0
3205,57.0,Inactive,Sports,Debit Card,48636.12,37.23,1778,0.4117647058823529,0.009561304836895388,0.5083798882681564,1.1764705882352942,0
3206,46.0,Regular,Sports,Net Banking,35986.61,6.49,1044,0.3333333333333333,0.0028735632183908046,15.307692307692308,3.6666666666666665,0
3207,28.0,New,Sports,Cash,34121.69,37.4,1307,0.3888888888888889,0.013771996939556235,0.3258785942492013,0.5555555555555556,0
3208,34.0,Premium,Clothing,Credit Card,40334.11,17.47,797,0.5517241379310345,0.03638644918444166,0.03169014084507042,0.5172413793103449,0
3209,32.0,Regular,Clothing,Cash,26917.06,46.25,277,0.9787234042553191,0.16967509025270758,0.1644295302013423,0.10638297872340426,0
3210,33.0,Inactive,Groceries,Debit Card,48812.88,26.24,969,0.75,0.02063983488132095,0.19887955182072828,0.0,1
3211,31.0,Regular,Electronics,Upi,564.74,44.0,241,0.0,0.0954356846473029,0.4107142857142857,0.34782608695652173,0
3212,20.0,New,Groceries,Debit Card,11907.82,26.65,626,0.38235294117647056,0.054313099041533544,0.45987654320987653,0.38235294117647056,0
3213,43.0,Regular,Sports,Debit Card,13690.65,49.17,1772,0.25,0.01580135440180587,0.5495049504950495,0.03571428571428571,0
3214,26.0,Regular,Books,Cash,31156.89,13.22,610,0.08108108108108109,0.060655737704918035,0.8895348837209303,0.10810810810810811,0
3215,44.0,Premium,Electronics,Cash,9362.44,24.46,1819,0.0,0.0010995052226498076,5.391304347826087,8.5,0
3216,56.0,Premium,Groceries,Net Banking,48849.28,13.12,444,1.0,0.04504504504504504,0.5147679324894515,0.9,0
3217,51.0,Regular,Books,Upi,21642.25,13.18,582,1.0,0.003436426116838488,0.7477477477477478,7.0,0
3218,63.0,New,Furniture,Credit Card,42823.14,1.15,869,0.7142857142857143,0.01611047180667434,0.9717514124293786,1.4285714285714286,0
3219,20.0,New,Electronics,Net Banking,20472.64,26.39,204,0.06382978723404255,0.23039215686274508,0.6453488372093024,0.3191489361702128,0
3220,58.0,Inactive,Electronics,Credit Card,30185.85,11.96,290,0.8181818181818182,0.03793103448275862,0.12195121951219512,0.5454545454545454,1
3221,30.0,New,Clothing,Debit Card,30111.97,29.41,538,0.9166666666666666,0.04460966542750929,1.130718954248366,0.125,0
3222,49.0,New,Groceries,Credit Card,17056.07,34.67,1316,0.0,0.0007598784194528875,21.0,18.0,0
3223,69.0,Inactive,Groceries,Net Banking,44379.16,40.93,1110,0.0,0.007207207207207207,0.08029197080291971,1.875,0
3224,31.0,Inactive,Sports,Debit Card,22347.69,36.54,1089,0.35,0.018365472910927456,0.19391634980988592,0.0,1
3225,67.0,New,Clothing,Debit Card,46519.98,16.43,567,0.9642857142857143,0.04938271604938271,1.2123287671232876,0.0,0
3226,57.0,New,Electronics,Debit Card,3358.91,0.49,1651,0.9696969696969697,0.019987886129618413,1.901639344262295,0.5151515151515151,0
3227,60.0,Regular,Clothing,Debit Card,47437.05,21.4,564,0.6666666666666666,0.0851063829787234,0.3157894736842105,0.3958333333333333,0
3228,35.0,New,Furniture,Credit Card,28840.53,15.77,1311,0.27906976744186046,0.03279938977879481,0.18604651162790697,0.0,0
3229,20.0,Inactive,Groceries,Cash,751.4,35.66,1629,0.6785714285714286,0.017188459177409455,0.22727272727272727,0.4642857142857143,0
3230,21.0,Regular,Electronics,Cash,41753.55,32.45,853,0.7142857142857143,0.016412661195779603,2.328358208955224,1.3571428571428572,0
3231,42.0,Regular,Electronics,Debit Card,41214.79,8.26,36,0.5641025641025641,1.0833333333333333,0.7301587301587301,0.3076923076923077,0
3232,33.0,New,Furniture,Debit Card,29861.85,40.16,364,0.6904761904761905,0.11538461538461539,0.11347517730496454,0.11904761904761904,0
3233,19.0,Premium,Books,Debit Card,30658.27,10.75,292,0.024390243902439025,0.1404109589041096,0.2937062937062937,0.0,0
3234,30.0,Inactive,Furniture,Credit Card,35139.27,37.9,646,0.2222222222222222,0.01393188854489164,0.27887323943661974,1.7777777777777777,1
3235,51.0,Premium,Furniture,Net Banking,45547.36,2.8,475,0.5625,0.03368421052631579,0.43258426966292135,1.0,0
3236,51.0,New,Books,Upi,30200.15,44.25,1336,0.53125,0.023952095808383235,0.4485049833887043,0.125,0
3237,61.0,Regular,Furniture,Net Banking,19050.01,4.23,1812,0.42857142857142855,0.003863134657836645,1.5432098765432098,0.5714285714285714,0
3238,26.0,Regular,Books,Upi,29550.64,43.4,777,0.2222222222222222,0.011583011583011582,2.549019607843137,1.1111111111111112,0
3239,59.0,Inactive,Groceries,Credit Card,26629.39,26.3,529,0.74,0.0945179584120983,2.1219512195121952,0.2,0
3240,21.0,Premium,Furniture,Net Banking,36532.58,42.62,958,0.2857142857142857,0.029227557411273485,0.2672955974842767,0.32142857142857145,0
3241,44.0,Inactive,Books,Cash,1237.2,35.43,1544,0.4090909090909091,0.014248704663212436,0.8741721854304636,0.7727272727272727,0
3242,25.0,Premium,Furniture,Debit Card,7243.4,12.77,710,0.05405405405405406,0.05211267605633803,0.8755980861244019,0.24324324324324326,0
3243,19.0,New,Furniture,Upi,17660.15,17.61,1071,0.4583333333333333,0.022408963585434174,0.5558659217877095,0.25,0
3244,44.0,Premium,Furniture,Net Banking,35734.38,33.2,1602,0.3877551020408163,0.03058676654182272,0.49344978165938863,0.20408163265306123,0
3245,46.0,New,Clothing,Debit Card,28933.98,9.0,1083,0.16666666666666666,0.0221606648199446,1.2465753424657535,0.125,0
3246,46.0,Regular,Sports,Credit Card,40705.58,12.42,1040,0.05263157894736842,0.03653846153846154,0.3954248366013072,0.5,0
3247,21.0,Regular,Groceries,Debit Card,49172.0,27.37,1503,0.7435897435897436,0.02594810379241517,0.9182389937106918,0.3333333333333333,0
3248,24.0,New,Electronics,Credit Card,34048.35,17.05,705,0.07692307692307693,0.018439716312056736,0.7824074074074074,1.1538461538461537,0
3249,41.0,Regular,Groceries,Credit Card,46541.4,38.83,799,1.0,0.0025031289111389237,0.5203619909502263,4.0,0
3250,37.0,Premium,Books,Debit Card,24795.54,33.98,1703,0.1,0.005871990604815032,0.45588235294117646,0.6,1
3251,41.0,Inactive,Clothing,Debit Card,5609.34,45.32,776,0.5555555555555556,0.023195876288659795,0.039755351681957186,0.05555555555555555,1
3252,39.0,Regular,Books,Credit Card,17983.01,31.12,898,0.2631578947368421,0.021158129175946547,0.5433526011560693,0.6842105263157895,0
3253,44.0,Regular,Groceries,Net Banking,24440.89,48.53,1710,0.06976744186046512,0.025146198830409357,0.5023474178403756,0.37209302325581395,0
3254,68.0,Premium,Clothing,Debit Card,25545.48,1.5,192,0.375,0.25,0.9112149532710281,0.020833333333333332,0
3255,48.0,Regular,Groceries,Net Banking,23841.68,16.05,1224,0.8409090909090909,0.03594771241830065,0.2926829268292683,0.45454545454545453,0
3256,32.0,New,Furniture,Cash,44414.76,38.92,1422,0.08,0.017580872011251757,0.5537974683544303,0.28,0
3257,44.0,New,Furniture,Credit Card,49174.54,27.32,784,0.14705882352941177,0.04336734693877551,0.525679758308157,0.0,0
3258,41.0,Regular,Furniture,Upi,5095.31,18.47,613,0.16666666666666666,0.009787928221859706,0.42857142857142855,0.16666666666666666,0
3259,21.0,Inactive,Sports,Debit Card,34455.63,36.68,1053,0.46153846153846156,0.012345679012345678,0.15426997245179064,1.3846153846153846,1
3260,55.0,Premium,Electronics,Credit Card,33621.01,11.81,1371,0.7674418604651163,0.031363967906637494,0.5679442508710801,0.32558139534883723,0
3261,22.0,New,Furniture,Upi,26646.56,14.17,1612,0.8571428571428571,0.008684863523573201,0.5800865800865801,0.21428571428571427,0
3262,46.0,New,Clothing,Debit Card,44157.52,44.03,642,0.7083333333333334,0.07476635514018691,2.7142857142857144,0.0,0
3263,50.0,Premium,Clothing,Upi,37271.46,20.24,658,0.16666666666666666,0.0182370820668693,0.8266666666666667,0.6666666666666666,0
3264,35.0,Regular,Groceries,Upi,28160.86,38.32,862,0.9047619047619048,0.048723897911832945,2.2674418604651163,0.35714285714285715,0
3265,33.0,Inactive,Books,Debit Card,16699.46,4.65,588,0.6666666666666666,0.07142857142857142,0.3971830985915493,0.35714285714285715,0
3266,57.0,Premium,Clothing,Debit Card,26560.49,33.19,1654,0.76,0.015114873035066506,0.42038216560509556,0.48,0
3267,54.0,Regular,Electronics,Cash,16848.92,21.86,601,0.2857142857142857,0.03494176372712146,1.05,0.19047619047619047,0
3268,18.0,Inactive,Groceries,Upi,38070.72,42.34,829,0.9736842105263158,0.045838359469240045,0.33448275862068966,0.21052631578947367,0
3269,44.0,Premium,Electronics,Cash,49324.48,9.1,1611,0.3488372093023256,0.02669149596523898,2.0555555555555554,0.09302325581395349,0
3270,59.0,Regular,Groceries,Debit Card,24786.94,9.29,1025,0.3611111111111111,0.0351219512195122,2.1481481481481484,0.3888888888888889,0
3271,63.0,Regular,Electronics,Net Banking,33936.75,3.22,699,0.36,0.0357653791130186,0.4015151515151515,0.6,0
3272,49.0,Regular,Electronics,Cash,39467.57,16.39,847,0.8235294117647058,0.020070838252656435,0.8888888888888888,0.5882352941176471,0
3273,59.0,New,Furniture,Credit Card,28300.31,0.11,840,0.92,0.02976190476190476,0.48066298342541436,0.08,1
3274,58.0,Inactive,Groceries,Credit Card,32137.81,47.03,986,0.4117647058823529,0.017241379310344827,0.40441176470588236,0.7647058823529411,0
3275,20.0,New,Electronics,Credit Card,48125.38,17.76,627,0.058823529411764705,0.02711323763955343,0.5038759689922481,0.29411764705882354,0
3276,27.0,Inactive,Furniture,Debit Card,22432.3,22.8,697,0.03571428571428571,0.040172166427546625,1.8269230769230769,0.14285714285714285,0
3277,23.0,Premium,Furniture,Cash,17706.27,47.2,237,0.6764705882352942,0.14345991561181434,7.333333333333333,0.38235294117647056,0
3278,33.0,Regular,Books,Credit Card,16315.47,27.17,1483,0.3055555555555556,0.024275118004045852,0.2118380062305296,0.16666666666666666,0
3279,54.0,New,Groceries,Credit Card,35655.77,10.24,1626,0.8148148148148148,0.016605166051660517,0.6852589641434262,0.6666666666666666,0
3280,35.0,Regular,Clothing,Credit Card,5241.53,20.11,108,0.8611111111111112,0.3333333333333333,0.61003861003861,0.05555555555555555,0
3281,41.0,Premium,Furniture,Upi,26672.87,17.48,771,0.6666666666666666,0.007782101167315175,0.5952380952380952,1.5,0
3282,57.0,Regular,Books,Credit Card,23917.54,35.16,261,0.6666666666666666,0.034482758620689655,0.8777777777777778,2.111111111111111,0
3283,69.0,Regular,Groceries,Upi,25545.48,2.24,282,0.9090909090909091,0.11702127659574468,40.25,0.45454545454545453,0
3284,32.0,New,Electronics,Debit Card,29969.26,7.66,724,1.0,0.0013812154696132596,0.3888888888888889,12.0,0
3285,69.0,New,Electronics,Credit Card,49917.95,11.96,1278,0.3684210526315789,0.01486697965571205,0.15,0.47368421052631576,0
3286,26.0,Regular,Clothing,Debit Card,25545.48,21.25,442,0.16666666666666666,0.013574660633484163,0.5666666666666667,0.16666666666666666,0
3287,43.0,New,Groceries,Upi,25754.53,20.93,722,0.45454545454545453,0.030470914127423823,0.8666666666666667,0.6363636363636364,0
3288,27.0,New,Electronics,Net Banking,33885.38,20.26,1512,0.25,0.0026455026455026454,0.7901234567901234,0.25,0
3289,38.0,Premium,Electronics,Credit Card,45219.31,42.27,902,0.6521739130434783,0.025498891352549888,0.3190883190883191,0.7391304347826086,0
3290,55.0,Regular,Groceries,Upi,38743.77,48.57,959,0.0,0.005213764337851929,4.162790697674419,3.2,0
3291,62.0,Premium,Clothing,Cash,40072.19,9.38,1801,0.0,0.013325930038867296,1.652542372881356,0.2916666666666667,0
3292,41.0,New,Clothing,Credit Card,29346.7,15.98,935,0.6382978723404256,0.05026737967914439,2.5714285714285716,0.2127659574468085,0
3293,55.0,Regular,Electronics,Cash,35460.05,11.36,572,0.8571428571428571,0.012237762237762238,0.9210526315789473,0.7142857142857143,0
3294,44.0,Regular,Sports,Credit Card,16880.42,5.52,1783,0.4318181818181818,0.024677509814918678,2.8461538461538463,0.022727272727272728,0
3295,67.0,Regular,Sports,Debit Card,27446.47,1.64,419,0.95,0.0477326968973747,0.16049382716049382,0.05,0
3296,36.0,Regular,Sports,Upi,11601.39,20.83,1463,0.9375,0.010936431989063569,0.01639344262295082,0.625,0
3297,37.0,New,Sports,Debit Card,643.46,40.98,953,0.5,0.004197271773347324,0.21379310344827587,3.0,0
3298,46.0,Inactive,Sports,Credit Card,5246.66,23.12,728,0.1,0.013736263736263736,0.8129496402877698,0.1,0
3299,63.0,New,Sports,Net Banking,43199.12,46.02,1344,0.13333333333333333,0.011160714285714286,0.4503105590062112,1.0,0
3300,52.0,New,Furniture,Net Banking,22973.66,30.26,1544,0.14285714285714285,0.0045336787564766836,0.052083333333333336,1.5714285714285714,1
3301,33.0,Regular,Electronics,Credit Card,35221.52,49.05,1616,0.7551020408163265,0.03032178217821782,0.2528409090909091,0.22448979591836735,0
3302,42.0,Regular,Clothing,Net Banking,32697.77,24.41,87,0.8913043478260869,0.5287356321839081,0.8899082568807339,0.1956521739130435,0
3303,51.0,Regular,Electronics,Upi,17844.08,35.87,1199,0.16,0.020850708924103418,0.23529411764705882,0.44,1
3304,30.0,New,Electronics,Debit Card,25124.42,47.02,832,0.8372093023255814,0.051682692307692304,0.4846938775510204,0.0,0
3305,29.0,New,Furniture,Cash,16356.73,7.36,1706,0.8809523809523809,0.0246189917936694,1.2340425531914894,0.07142857142857142,0
3306,28.0,Premium,Books,Net Banking,48920.56,41.51,923,0.1111111111111111,0.009750812567713976,0.29376854599406527,0.2222222222222222,1
3307,50.0,Premium,Electronics,Cash,44364.48,39.4,600,0.10256410256410256,0.065,0.004464285714285714,0.46153846153846156,0
3308,44.0,New,Electronics,Cash,23633.99,2.45,374,0.5952380952380952,0.11229946524064172,0.3465346534653465,0.35714285714285715,0
3309,51.0,Regular,Books,Credit Card,33515.43,26.19,598,0.06976744186046512,0.07190635451505016,0.5271966527196653,0.3488372093023256,0
3310,60.0,New,Electronics,Upi,19592.01,6.47,1356,0.4666666666666667,0.033185840707964605,0.5192307692307693,0.4,0
3311,59.0,Regular,Groceries,Upi,48224.95,22.48,1454,0.5,0.001375515818431912,0.25153374233128833,9.5,1
3312,69.0,Inactive,Electronics,Upi,40963.05,7.46,521,0.6052631578947368,0.07293666026871401,0.17032967032967034,0.15789473684210525,0
3313,64.0,Inactive,Groceries,Credit Card,36665.05,39.12,1045,0.05263157894736842,0.01818181818181818,0.14376996805111822,0.5789473684210527,1
3314,40.0,New,Groceries,Debit Card,13651.35,40.52,773,0.625,0.062095730918499355,0.39776951672862454,0.4166666666666667,0
3315,52.0,New,Electronics,Net Banking,6093.78,36.35,953,0.3829787234042553,0.04931794333683106,0.9703703703703703,0.2978723404255319,0
3316,56.0,Regular,Books,Debit Card,46461.14,33.33,1129,0.475,0.0354295837023915,0.9824561403508771,0.425,0
3317,33.0,New,Furniture,Credit Card,29717.61,37.59,1282,0.05263157894736842,0.029641185647425898,0.989010989010989,0.10526315789473684,0
3318,30.0,New,Clothing,Credit Card,32200.4,6.15,1194,0.6428571428571429,0.023450586264656615,0.6428571428571429,0.10714285714285714,0
3319,44.0,Inactive,Clothing,Net Banking,18793.27,33.91,1009,0.21428571428571427,0.013875123885034688,1.4770642201834863,0.14285714285714285,0
3320,53.0,Premium,Groceries,Upi,19969.09,6.63,1756,0.35714285714285715,0.023917995444191344,0.39183673469387753,0.16666666666666666,0
3321,39.0,New,Sports,Debit Card,3136.53,29.91,1013,0.6363636363636364,0.01085883514313919,1.4014084507042253,1.5454545454545454,0
3322,50.0,Premium,Electronics,Upi,8303.36,29.54,280,0.5,0.12857142857142856,0.44281524926686217,0.16666666666666666,0
3323,46.0,Inactive,Electronics,Upi,7303.52,11.05,717,0.8888888888888888,0.012552301255230125,0.7345132743362832,1.5555555555555556,0
3324,18.0,Inactive,Sports,Upi,34440.17,40.56,696,0.05555555555555555,0.02586206896551724,0.4266666666666667,1.1111111111111112,1
3325,48.0,New,Books,Debit Card,4404.44,15.03,1342,0.35135135135135137,0.027570789865871834,0.868421052631579,0.24324324324324326,0
3326,38.0,Regular,Clothing,Credit Card,46287.13,3.82,1785,0.6666666666666666,0.018487394957983194,0.2401129943502825,0.45454545454545453,0
3327,55.0,New,Electronics,Net Banking,31135.59,25.78,1348,0.5,0.002967359050445104,1.0103092783505154,4.5,0
3328,40.0,Premium,Furniture,Credit Card,10255.42,28.83,1681,0.8235294117647058,0.010113027959547887,0.6602870813397129,0.7058823529411765,0
3329,51.0,Regular,Groceries,Debit Card,20286.92,37.95,574,1.0,0.003484320557491289,1.7008547008547008,9.0,0
3330,69.0,Premium,Books,Debit Card,3839.22,14.99,1304,0.6521739130434783,0.0352760736196319,0.8,0.391304347826087,0
3331,30.0,Regular,Books,Net Banking,7937.56,46.04,1147,0.10526315789473684,0.03312990409764603,28.0,0.42105263157894735,0
3332,58.0,Inactive,Furniture,Net Banking,6124.4,47.97,687,0.5476190476190477,0.0611353711790393,0.468944099378882,0.16666666666666666,0
3333,31.0,Regular,Books,Debit Card,44443.08,3.88,643,0.06060606060606061,0.05132192846034215,1.826086956521739,0.45454545454545453,0
3334,47.0,New,Electronics,Credit Card,5079.17,48.88,648,0.5714285714285714,0.06481481481481481,0.35071090047393366,0.11904761904761904,0
3335,39.0,Regular,Groceries,Debit Card,660.7,8.89,1654,1.0,0.006650544135429262,0.9375,0.9090909090909091,0
3336,42.0,Premium,Sports,Cash,28695.99,0.2,634,0.4375,0.025236593059936908,4.488372093023256,0.875,0
3337,32.0,New,Groceries,Cash,45957.16,40.07,133,0.0,0.03007518796992481,0.38285714285714284,3.75,0
3338,44.0,Regular,Furniture,Upi,42735.03,3.85,418,0.17647058823529413,0.08133971291866028,0.6519823788546255,0.3235294117647059,0
3339,39.0,Premium,Clothing,Debit Card,38245.97,4.27,1326,0.24390243902439024,0.03092006033182504,0.01098901098901099,0.12195121951219512,0
3340,24.0,Regular,Groceries,Cash,19457.0,2.08,1729,0.4,0.002891844997108155,0.2797427652733119,2.6,1
3341,23.0,Regular,Clothing,Credit Card,9991.38,33.71,1090,0.0,0.007339449541284404,0.452914798206278,1.375,1
3342,39.0,Regular,Groceries,Credit Card,38071.38,15.97,1395,0.8666666666666667,0.03225806451612903,1.8833333333333333,0.4444444444444444,0
3343,41.0,New,Electronics,Credit Card,3447.45,16.46,1697,0.2702702702702703,0.021803182086034177,0.9743589743589743,0.13513513513513514,0
3344,55.0,Inactive,Sports,Debit Card,32695.29,8.0,255,0.14285714285714285,0.027450980392156862,0.5217391304347826,1.1428571428571428,0
3345,36.0,Premium,Clothing,Cash,48093.14,34.67,277,0.36363636363636365,0.11913357400722022,0.7254901960784313,0.5454545454545454,0
3346,36.0,New,Groceries,Net Banking,783.22,6.04,648,0.1,0.015432098765432098,2.1666666666666665,0.0,0
3347,20.0,Premium,Furniture,Net Banking,32506.8,35.09,830,0.9696969696969697,0.03975903614457831,0.7098214285714286,0.48484848484848486,0
3348,43.0,Inactive,Clothing,Debit Card,4168.09,27.12,1385,0.2,0.02527075812274368,0.20168067226890757,0.5428571428571428,0
3349,42.0,Inactive,Groceries,Credit Card,47606.49,45.66,671,0.9230769230769231,0.05812220566318927,0.4375,0.5128205128205128,0
3350,30.0,Premium,Furniture,Credit Card,1759.1,4.76,475,0.47619047619047616,0.08842105263157894,0.16326530612244897,0.38095238095238093,0
3351,24.0,New,Books,Debit Card,38491.38,44.36,1494,0.9714285714285714,0.023427041499330656,0.6198347107438017,0.14285714285714285,0
3352,18.0,Premium,Sports,Debit Card,46096.23,19.73,1628,0.8333333333333334,0.029484029484029485,0.6089108910891089,0.041666666666666664,0
3353,44.0,Premium,Groceries,Net Banking,46896.04,48.38,1668,0.8125,0.009592326139088728,0.3153846153846154,0.4375,0
3354,20.0,New,Groceries,Cash,15891.37,6.73,1238,1.0,0.0016155088852988692,1.6372549019607843,10.0,0
3355,66.0,New,Sports,Net Banking,45541.47,21.33,1465,0.06521739130434782,0.031399317406143344,0.5960591133004927,0.1956521739130435,0
3356,49.0,Premium,Electronics,Debit Card,22716.66,16.9,1735,0.0,0.001729106628242075,1.18,0.3333333333333333,0
3357,31.0,Regular,Books,Debit Card,1424.17,33.66,1664,0.2,0.0030048076923076925,0.5960912052117264,3.0,0
3358,47.0,Regular,Clothing,Cash,21896.9,14.47,454,0.75,0.02643171806167401,3.2941176470588234,1.4166666666666667,0
3359,55.0,New,Books,Net Banking,37746.56,47.68,683,0.6428571428571429,0.040995607613469986,0.5027472527472527,0.25,0
3360,62.0,Regular,Furniture,Cash,5618.2,27.57,422,0.5581395348837209,0.1018957345971564,0.5648854961832062,0.13953488372093023,0
3361,60.0,New,Furniture,Debit Card,21610.73,1.07,751,0.9761904761904762,0.0559254327563249,3.380952380952381,0.11904761904761904,0
3362,47.0,Premium,Furniture,Cash,30303.21,28.94,413,0.925,0.09685230024213075,0.5675675675675675,0.325,0
3363,61.0,Inactive,Clothing,Cash,12847.6,35.36,36,0.7142857142857143,0.5833333333333334,2.966666666666667,0.0,0
3364,49.0,Regular,Electronics,Cash,28150.2,45.94,1278,0.8936170212765957,0.036776212832550864,0.9477124183006536,0.19148936170212766,0
3365,57.0,Regular,Books,Debit Card,23075.4,25.23,1149,0.08695652173913043,0.020017406440382943,0.296398891966759,0.17391304347826086,0
3366,18.0,Inactive,Groceries,Credit Card,30738.93,100.0,363,0.4,0.013774104683195593,0.254416961130742,2.2,1
3367,41.0,Regular,Groceries,Cash,10209.15,42.31,167,0.7142857142857143,0.041916167664670656,1.8762886597938144,0.14285714285714285,0
3368,40.0,Premium,Furniture,Cash,10804.37,34.44,871,0.0,0.030998851894374284,3.3684210526315788,0.1111111111111111,0
3369,49.0,Regular,Electronics,Cash,11904.43,43.03,50,0.5,0.88,0.2681818181818182,0.2727272727272727,0
3370,39.0,Regular,Electronics,Credit Card,12248.88,44.15,889,0.5,0.0359955005624297,0.5068493150684932,0.21875,0
3371,62.0,New,Books,Cash,43484.57,47.89,1720,0.2,0.01744186046511628,0.1401098901098901,0.16666666666666666,0
3372,52.0,Premium,Furniture,Cash,22346.74,44.34,1566,0.8333333333333334,0.0038314176245210726,0.5925925925925926,3.3333333333333335,0
3373,32.0,Regular,Sports,Credit Card,37215.32,42.58,933,0.06896551724137931,0.031082529474812434,0.21951219512195122,0.10344827586206896,0
3374,65.0,Inactive,Groceries,Cash,37992.29,24.9,1752,0.5625,0.0091324200913242,0.16964285714285715,0.125,0
3375,31.0,Premium,Electronics,Cash,25441.5,8.1,561,0.6,0.062388591800356503,0.11290322580645161,0.37142857142857144,0
3376,61.0,Premium,Clothing,Net Banking,5228.48,40.06,792,0.5428571428571428,0.04419191919191919,1.448,0.37142857142857144,0
3377,63.0,Inactive,Electronics,Net Banking,6884.96,25.04,208,0.0,0.014423076923076924,0.1282051282051282,2.6666666666666665,0
3378,46.0,Premium,Furniture,Net Banking,48639.5,3.13,1343,1.0,0.012658227848101266,0.4338461538461538,0.8823529411764706,0
3379,68.0,Premium,Books,Credit Card,14436.67,30.33,72,1.0,0.06944444444444445,0.012244897959183673,1.2,1
3380,35.0,Inactive,Clothing,Credit Card,25030.99,10.65,118,0.18604651162790697,0.3644067796610169,0.7523809523809524,0.20930232558139536,0
3381,44.0,Premium,Books,Cash,40337.08,14.71,628,0.0,0.004777070063694267,0.0049261083743842365,0.6666666666666666,1
3382,25.0,Premium,Clothing,Credit Card,18636.15,48.0,1506,0.18181818181818182,0.014608233731739707,0.6282051282051282,0.4090909090909091,0
3383,48.0,Inactive,Sports,Cash,34111.26,29.84,204,0.2222222222222222,0.04411764705882353,0.5956284153005464,1.5555555555555556,0
3384,49.0,Premium,Sports,Net Banking,25545.48,30.0,1768,0.9117647058823529,0.019230769230769232,0.5226480836236934,0.5,0
3385,70.0,New,Groceries,Net Banking,36909.72,45.89,1374,0.967741935483871,0.022561863173216887,1.696969696969697,0.5161290322580645,0
3386,22.0,Regular,Furniture,Credit Card,4659.22,48.55,598,0.2857142857142857,0.05852842809364549,1.373913043478261,0.4,0
3387,50.0,Regular,Electronics,Net Banking,18381.68,29.35,1685,0.7222222222222222,0.010682492581602374,0.5365853658536586,0.8888888888888888,0
3388,23.0,Regular,Clothing,Debit Card,27158.27,44.94,1520,0.75,0.005263157894736842,8.0,2.25,0
3389,61.0,Regular,Sports,Cash,39870.28,17.39,424,0.5121951219512195,0.09669811320754718,0.3293172690763052,0.3902439024390244,0
